Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
180,Providence College,3.8,Phd,Providence,M,0,0,1,3,Data Scientist,07/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,7.33,0
181,Providence College,3.3,Masters,Providence,F,1,0,N/A,3,Data Scientist,02/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A,7.42,1
182,Providence College,3.75,Masters,Providence,N/A,0,1,1,4,Data Scientist,07/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,4.51,0
183,Providence College,2.0,Phd,Providence,M,1,1,1,0,Data Scientist,04/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,0.12,1
184,Providence College,2.34,Masters,Providence,F,N/A,1,1,3,Data Scientist,03/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A,0.87,0
185,Providence College,2.78,Masters,Providence,N/A,N/A,0,N/A,3,Data Scientist,09/19,10/20,N/A,N/A,N/A,N/A,N/A,N/A,6.98,0
186,Providence College,2.76,Masters,Providence,M,1,0,0,1,Data Scientist,01/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,9.17,1
187,Providence College,2.45,Phd,Providence,N/A,N/A,1,1,1,Data Scientist,12/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,9.56,0
188,Providence College,2.76,Phd,Providence,N/A,0,1,N/A,1,Data Scientist,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,9.97,0
189,Providence College,2.26,Masters,Providence,M,0,0,1,3,Data Scientist,04/16,09/17,N/A,N/A,N/A,N/A,N/A,N/A,0.25,1
190,Providence College,2.83,Phd,Providence,N/A,1,0,0,3,Data Scientist,12/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A,2.11,0
191,Providence College,3.6,Phd,Providence,M,N/A,0,1,4,Data Scientist,08/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A,2.1,1
192,Providence College,2.96,Masters,Providence,F,N/A,0,N/A,4,Data Scientist,09/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,2.48,0
193,Providence College,2.04,Phd,Providence,M,1,0,1,0,Data Scientist,11/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A,9.16,0
194,Providence College,2.84,Bachelors,Providence,F,1,1,1,3,Data Scientist,07/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A,0.23,0
195,Providence College,2.05,Phd,Providence,N/A,N/A,0,1,4,Data Scientist,06/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A,9.3,0
196,Providence College,3.93,Bachelors,Providence,M,1,1,0,4,Data Scientist,02/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A,0.34,0
197,Providence College,2.25,Masters,Providence,M,0,0,1,1,Data Scientist,01/14,09/14,N/A,N/A,N/A,N/A,N/A,N/A,6.57,1
198,Providence College,3.42,Phd,Providence,M,N/A,1,N/A,1,Data Scientist,02/19,10/19,N/A,N/A,N/A,N/A,N/A,N/A,3.77,1
199,Providence College,3.95,Masters,Providence,M,1,1,1,1,Data Scientist,02/18,05/18,N/A,N/A,N/A,N/A,N/A,N/A,7.21,1
200,Providence College,3.65,Masters,Providence,F,1,1,1,2,Data Scientist,11/15,06/16,N/A,N/A,N/A,N/A,N/A,N/A,2.93,0
201,Providence College,3.4,Masters,Providence,F,1,0,1,4,Data Scientist,02/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,1.49,0
202,Providence College,3.68,Masters,Providence,N/A,N/A,0,0,1,Data Scientist,10/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,6.11,0
203,Providence College,3.96,Masters,Providence,N/A,0,0,N/A,1,Data Scientist,05/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,7.08,0
204,Providence College,3.24,Phd,Providence,N/A,0,1,1,3,Data Scientist,02/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,3.37,0
205,Providence College,3.12,Bachelors,Providence,N/A,N/A,1,N/A,1,Data Scientist,08/19,06/21,N/A,N/A,N/A,N/A,N/A,N/A,5.67,0
206,Providence College,3.26,Phd,Providence,M,1,0,N/A,3,Data Scientist,02/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A,9.74,1
207,Providence College,3.07,Phd,Providence,F,N/A,1,0,0,Data Scientist,08/18,08/20,N/A,N/A,N/A,N/A,N/A,N/A,5.03,1
208,Providence College,3.27,Phd,Providence,F,N/A,1,N/A,1,Data Scientist,02/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A,5.81,0
209,Providence College,2.9,Phd,Providence,F,1,1,1,3,Data Scientist,03/19,10/19,N/A,N/A,N/A,N/A,N/A,N/A,1.05,1
210,Providence College,2.44,Bachelors,Providence,F,N/A,1,0,1,Data Scientist,04/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,7.19,0
211,Providence College,2.24,Phd,Providence,N/A,0,0,0,0,Data Scientist,03/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A,9.25,0
212,Providence College,2.14,Masters,Providence,M,N/A,1,N/A,1,Data Scientist,08/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,8.62,1
213,Providence College,2.53,Phd,Providence,F,1,0,0,3,Data Scientist,12/20,05/22,N/A,N/A,N/A,N/A,N/A,N/A,1.47,0
214,Providence College,2.09,Phd,Providence,M,N/A,1,N/A,0,Data Scientist,07/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A,9.5,0
215,Providence College,3.13,Bachelors,Providence,M,0,1,N/A,0,Data Scientist,02/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,3.56,1
216,Providence College,2.57,Bachelors,Providence,M,N/A,0,0,0,Data Scientist,07/16,03/18,N/A,N/A,N/A,N/A,N/A,N/A,8.26,0
217,Providence College,3.65,Masters,Providence,M,N/A,1,1,2,Data Scientist,04/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A,3.21,1
218,Providence College,2.15,Phd,Providence,F,N/A,0,N/A,3,Data Scientist,11/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A,9.01,1
219,Providence College,2.45,Phd,Providence,F,N/A,0,0,2,Data Scientist,04/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,7.27,0
220,Providence College,3.46,Phd,Providence,F,1,0,0,0,Data Scientist,03/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,4.57,0
221,Providence College,3.2,Masters,Providence,N/A,0,0,N/A,2,Data Scientist,07/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A,5.09,0
222,Providence College,2.13,Bachelors,Providence,F,0,0,N/A,1,Data Scientist,05/14,10/14,N/A,N/A,N/A,N/A,N/A,N/A,9.58,1
223,Providence College,3.75,Masters,Providence,N/A,0,0,N/A,2,Data Scientist,11/18,10/19,N/A,N/A,N/A,N/A,N/A,N/A,8.05,0
224,Providence College,3.75,Phd,Providence,N/A,N/A,0,N/A,4,Data Scientist,03/15,06/15,N/A,N/A,N/A,N/A,N/A,N/A,0.55,0
225,Providence College,2.66,Bachelors,Providence,N/A,0,1,1,0,Data Scientist,12/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,1.16,0
226,Providence College,2.68,Bachelors,Providence,F,1,0,1,0,Data Scientist,11/17,08/19,N/A,N/A,N/A,N/A,N/A,N/A,9.79,0
227,Providence College,3.98,Masters,Providence,F,N/A,1,1,3,Data Scientist,05/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,9.04,1
228,Providence College,3.25,Bachelors,Providence,F,N/A,1,1,1,Data Scientist,05/18,11/18,N/A,N/A,N/A,N/A,N/A,N/A,3.37,0
229,Providence College,3.06,Bachelors,Providence,N/A,0,1,0,3,Data Scientist,11/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,5.92,0
230,Providence College,3.68,Phd,Providence,N/A,N/A,0,N/A,2,Data Scientist,08/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A,1.82,0
231,Providence College,2.57,Phd,Providence,M,N/A,0,0,4,Data Scientist,08/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A,1.22,0
232,Providence College,2.86,Bachelors,Providence,N/A,0,1,0,4,Data Scientist,08/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A,9.02,0
233,Providence College,2.54,Bachelors,Providence,N/A,1,0,1,4,Data Scientist,10/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,6.29,0
234,Providence College,3.58,Masters,Providence,F,1,1,0,4,Data Scientist,03/18,07/18,N/A,N/A,N/A,N/A,N/A,N/A,4.96,0
235,Providence College,3.15,Masters,Providence,M,0,1,1,1,Data Scientist,06/20,08/20,N/A,N/A,N/A,N/A,N/A,N/A,2.63,0
236,Providence College,3.32,Bachelors,Providence,M,1,1,N/A,2,Data Scientist,06/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A,9.91,1
237,Providence College,2.5,Phd,Providence,M,1,0,1,4,Data Scientist,06/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A,6.67,0
238,Providence College,2.44,Bachelors,Providence,F,1,1,N/A,0,Data Scientist,12/17,06/19,N/A,N/A,N/A,N/A,N/A,N/A,7.04,1
239,Providence College,2.98,Bachelors,Providence,M,N/A,0,1,2,Data Scientist,06/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A,9.84,1
240,Providence College,3.48,Phd,Providence,M,N/A,1,0,1,Data Scientist,03/18,05/18,N/A,N/A,N/A,N/A,N/A,N/A,2.62,0
241,Providence College,3.05,Phd,Providence,F,N/A,0,0,4,Data Scientist,02/18,04/19,N/A,N/A,N/A,N/A,N/A,N/A,3.41,0
242,Providence College,2.07,Masters,Providence,M,1,1,1,1,Data Scientist,12/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,3.95,1
243,Providence College,3.74,Masters,Providence,N/A,N/A,0,N/A,4,Data Scientist,05/15,12/16,N/A,N/A,N/A,N/A,N/A,N/A,3.55,0
244,Providence College,2.13,Masters,Providence,N/A,1,1,N/A,0,Data Scientist,02/15,06/15,N/A,N/A,N/A,N/A,N/A,N/A,2.9,0
245,Providence College,3.91,Masters,Providence,N/A,0,0,1,2,Data Scientist,12/14,10/16,N/A,N/A,N/A,N/A,N/A,N/A,7.62,0
246,Providence College,2.05,Phd,Providence,N/A,1,0,0,0,Data Scientist,02/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,1.83,0
247,Providence College,3.39,Bachelors,Providence,N/A,N/A,0,N/A,4,Data Scientist,09/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,1.13,0
248,Providence College,2.16,Masters,Providence,N/A,1,1,1,3,Data Scientist,02/15,06/16,N/A,N/A,N/A,N/A,N/A,N/A,3.98,0
249,Providence College,3.82,Masters,Providence,N/A,N/A,1,N/A,2,Data Scientist,04/21,12/21,N/A,N/A,N/A,N/A,N/A,N/A,7.35,0
250,Providence College,2.93,Phd,Providence,N/A,N/A,1,0,1,Data Scientist,01/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A,3.86,0
251,Providence College,2.28,Phd,Providence,N/A,0,0,N/A,4,Data Scientist,12/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A,7.23,0
252,Providence College,2.68,Bachelors,Providence,F,0,0,1,0,Data Scientist,01/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,5.77,0
253,Providence College,2.33,Bachelors,Providence,F,N/A,1,N/A,3,Data Scientist,02/17,06/18,N/A,N/A,N/A,N/A,N/A,N/A,8.33,1
254,Providence College,2.34,Phd,Providence,N/A,1,1,N/A,4,Data Scientist,06/18,09/18,N/A,N/A,N/A,N/A,N/A,N/A,7.68,0
255,Providence College,3.9,Masters,Providence,F,0,0,0,1,Data Scientist,01/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,4.85,1
256,Providence College,2.89,Masters,Providence,F,0,1,0,0,Data Scientist,06/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,4.67,0
257,Providence College,3.58,Masters,Providence,N/A,N/A,0,0,2,Data Scientist,08/19,12/20,N/A,N/A,N/A,N/A,N/A,N/A,5.18,0
258,Providence College,3.28,Bachelors,Providence,N/A,1,0,0,3,Data Scientist,03/15,12/16,N/A,N/A,N/A,N/A,N/A,N/A,8.12,0
259,Providence College,3.35,Masters,Providence,F,0,0,1,4,Data Scientist,10/19,12/20,N/A,N/A,N/A,N/A,N/A,N/A,2.69,1
260,Providence College,2.26,Masters,Providence,N/A,0,1,N/A,4,Data Scientist,01/14,05/14,N/A,N/A,N/A,N/A,N/A,N/A,4.95,0
261,Providence College,2.47,Phd,Providence,N/A,1,0,N/A,4,Data Scientist,08/17,06/18,N/A,N/A,N/A,N/A,N/A,N/A,3.04,0
262,Providence College,3.57,Masters,Providence,N/A,0,1,N/A,4,Data Scientist,07/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,3.58,0
263,Providence College,3.94,Phd,Providence,N/A,1,0,N/A,0,Data Scientist,02/14,06/14,N/A,N/A,N/A,N/A,N/A,N/A,0.42,0
264,Providence College,2.53,Masters,Providence,F,N/A,1,1,2,Data Scientist,06/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,2.97,1
265,Providence College,2.54,Bachelors,Providence,M,0,1,0,1,Data Scientist,10/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A,8.57,1
266,Providence College,2.95,Masters,Providence,F,N/A,0,N/A,3,Data Scientist,07/20,04/22,N/A,N/A,N/A,N/A,N/A,N/A,0.64,0
267,Providence College,3.97,Masters,Providence,M,1,0,N/A,4,Data Scientist,05/17,05/18,N/A,N/A,N/A,N/A,N/A,N/A,1.41,0
268,Providence College,2.54,Phd,Providence,M,N/A,0,0,4,Data Scientist,04/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,3.03,0
269,Providence College,2.81,Phd,Providence,M,N/A,0,0,2,Data Scientist,09/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,5.85,0
270,Providence College,3.78,Phd,Providence,F,N/A,1,N/A,2,Data Scientist,06/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,1.83,0
271,Providence College,2.01,Masters,Providence,F,1,1,0,0,Data Scientist,07/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,2.64,0
272,Providence College,2.08,Masters,Providence,F,1,1,N/A,0,Data Scientist,11/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A,8.28,0
273,Providence College,3.21,Bachelors,Providence,F,1,1,N/A,0,Data Scientist,09/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,3.67,0
274,Providence College,3.81,Masters,Providence,F,1,1,N/A,3,Data Scientist,03/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,7.24,0
275,Providence College,2.48,Bachelors,Providence,M,1,0,N/A,0,Data Scientist,09/18,04/19,N/A,N/A,N/A,N/A,N/A,N/A,5.26,1
276,Providence College,2.94,Phd,Providence,F,0,0,N/A,4,Data Scientist,07/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A,9.6,1
277,Providence College,2.9,Phd,Providence,M,0,1,N/A,0,Data Scientist,04/18,09/18,N/A,N/A,N/A,N/A,N/A,N/A,0.08,0
278,Providence College,2.95,Phd,Providence,F,0,0,0,3,Data Scientist,08/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,0.27,1
279,Providence College,3.25,Bachelors,Providence,F,N/A,0,1,0,Data Scientist,12/21,05/23,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0
280,Providence College,2.94,Masters,Providence,N/A,N/A,0,1,0,Data Scientist,08/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A,4.14,0
281,Providence College,2.89,Phd,Providence,M,1,0,N/A,4,Data Scientist,09/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A,8.38,0
282,Providence College,2.95,Masters,Providence,F,1,0,0,4,Data Scientist,09/16,01/18,N/A,N/A,N/A,N/A,N/A,N/A,4.33,1
283,Providence College,3.18,Masters,Providence,F,0,0,N/A,4,Data Scientist,05/17,09/17,N/A,N/A,N/A,N/A,N/A,N/A,9.24,0
284,Providence College,3.07,Phd,Providence,F,1,1,0,0,Data Scientist,02/20,05/20,N/A,N/A,N/A,N/A,N/A,N/A,8.87,0
285,Providence College,3.71,Bachelors,Providence,N/A,N/A,0,N/A,4,Data Scientist,06/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A,4.45,0
286,Providence College,2.1,Masters,Providence,M,1,0,N/A,2,Data Scientist,12/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A,4.44,1
287,Providence College,3.67,Phd,Providence,F,0,1,1,1,Data Scientist,02/16,11/16,N/A,N/A,N/A,N/A,N/A,N/A,3.01,0
288,Providence College,3.69,Masters,Providence,F,1,1,0,1,Data Scientist,10/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,8.59,1
289,Providence College,2.57,Masters,Providence,F,N/A,1,0,4,Data Scientist,12/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A,1.22,1
290,Providence College,2.93,Masters,Providence,N/A,0,0,1,3,Data Scientist,02/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A,6.54,0
291,Providence College,2.88,Masters,Providence,F,1,1,1,4,Data Scientist,01/20,05/20,N/A,N/A,N/A,N/A,N/A,N/A,8.18,1
292,Providence College,2.44,Masters,Providence,M,N/A,0,1,4,Data Scientist,04/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A,8.06,1
293,Providence College,2.79,Bachelors,Providence,M,0,1,1,0,Data Scientist,05/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A,6.38,1
294,Providence College,2.09,Bachelors,Providence,M,0,0,0,3,Data Scientist,06/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A,8.83,0
295,Providence College,2.56,Phd,Providence,M,N/A,0,0,4,Data Scientist,05/18,09/18,N/A,N/A,N/A,N/A,N/A,N/A,0.04,0
296,Providence College,3.63,Bachelors,Providence,F,1,1,1,2,Data Scientist,06/15,03/17,N/A,N/A,N/A,N/A,N/A,N/A,1.32,0
297,Providence College,2.57,Bachelors,Providence,N/A,1,0,N/A,1,Data Scientist,08/16,04/18,N/A,N/A,N/A,N/A,N/A,N/A,5.09,0
298,Providence College,3.64,Bachelors,Providence,N/A,1,0,N/A,2,Data Scientist,08/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,8.96,0
299,Providence College,3.06,Masters,Providence,N/A,0,0,N/A,2,Data Scientist,10/16,04/18,N/A,N/A,N/A,N/A,N/A,N/A,7.31,0
300,Providence College,3.76,Masters,Providence,F,0,0,N/A,2,Data Scientist,12/16,05/17,N/A,N/A,N/A,N/A,N/A,N/A,5.83,1
301,Providence College,3.15,Phd,Providence,N/A,1,1,0,3,Data Scientist,08/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,7.71,0
302,Providence College,2.06,Phd,Providence,M,0,1,0,3,Data Scientist,04/18,07/19,N/A,N/A,N/A,N/A,N/A,N/A,2.01,1
303,Providence College,3.35,Phd,Providence,F,0,1,0,3,Data Scientist,11/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A,7.05,1
304,Providence College,2.09,Masters,Providence,N/A,N/A,0,N/A,1,Data Scientist,12/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,0.36,0
305,Providence College,2.9,Bachelors,Providence,M,1,1,1,0,Data Scientist,07/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,1.25,1
306,Providence College,3.86,Bachelors,Providence,M,1,1,N/A,4,Data Scientist,12/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,4.37,1
307,Providence College,2.33,Masters,Providence,F,1,0,0,4,Data Scientist,09/15,12/15,N/A,N/A,N/A,N/A,N/A,N/A,9.94,1
308,Providence College,2.78,Phd,Providence,F,0,1,N/A,0,Data Scientist,03/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,2.94,0
309,Providence College,3.46,Phd,Providence,N/A,0,1,1,4,Data Scientist,12/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A,7.78,0
310,Providence College,3.76,Phd,Providence,N/A,0,1,1,2,Data Scientist,09/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,0.03,0
311,Providence College,3.34,Masters,Providence,N/A,1,0,N/A,1,Data Scientist,09/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,7.39,0
312,Providence College,2.52,Phd,Providence,F,0,1,0,4,Data Scientist,04/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A,1.81,0
313,Providence College,3.35,Phd,Providence,N/A,1,1,0,1,Data Scientist,02/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,1.91,0
314,Providence College,2.59,Masters,Providence,N/A,0,1,0,0,Data Scientist,04/18,04/19,N/A,N/A,N/A,N/A,N/A,N/A,4.69,0
315,Providence College,3.44,Bachelors,Providence,M,1,0,N/A,4,Data Scientist,04/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,3.87,1
316,Providence College,3.91,Masters,Providence,M,N/A,0,0,1,Data Scientist,10/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,7.01,1
317,Providence College,3.44,Masters,Providence,M,0,1,N/A,2,Data Scientist,11/14,03/15,N/A,N/A,N/A,N/A,N/A,N/A,2.7,1
318,Providence College,3.73,Masters,Providence,N/A,1,1,0,2,Data Scientist,06/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,7.39,0
319,Providence College,2.0,Masters,Providence,F,N/A,1,1,0,Data Scientist,10/17,01/19,N/A,N/A,N/A,N/A,N/A,N/A,7.86,0
320,Providence College,3.44,Bachelors,Providence,M,N/A,0,1,3,Data Scientist,10/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,4.93,1
321,Providence College,3.66,Phd,Providence,F,0,0,0,4,Data Scientist,03/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,9.67,0
322,Providence College,2.08,Masters,Providence,N/A,1,1,N/A,2,Data Scientist,01/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A,7.03,0
323,Providence College,3.74,Bachelors,Providence,N/A,0,1,0,2,Data Scientist,12/21,07/23,N/A,N/A,N/A,N/A,N/A,N/A,9.48,0
324,Providence College,2.51,Phd,Providence,M,N/A,0,N/A,0,Data Scientist,07/16,03/18,N/A,N/A,N/A,N/A,N/A,N/A,2.48,1
325,Providence College,3.33,Phd,Providence,F,0,0,1,2,Data Scientist,01/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,4.89,0
326,Providence College,3.6,Phd,Providence,M,1,1,N/A,4,Data Scientist,08/19,10/19,N/A,N/A,N/A,N/A,N/A,N/A,2.3,1
327,Providence College,3.33,Masters,Providence,N/A,N/A,0,0,0,Data Scientist,05/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,7.41,0
328,Providence College,2.18,Masters,Providence,F,0,1,1,1,Data Scientist,12/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A,8.94,0
329,Providence College,3.19,Phd,Providence,M,0,1,N/A,0,Data Scientist,09/18,03/20,N/A,N/A,N/A,N/A,N/A,N/A,1.8,0
330,Providence College,3.1,Phd,Providence,N/A,0,0,N/A,4,Data Scientist,07/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,2.24,0
331,Providence College,3.8,Phd,Providence,M,0,1,1,4,Data Scientist,06/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,9.08,1
332,Providence College,2.81,Phd,Providence,F,0,1,0,1,Data Scientist,01/19,08/19,N/A,N/A,N/A,N/A,N/A,N/A,0.61,0
333,Providence College,2.64,Phd,Providence,F,N/A,1,1,0,Data Scientist,01/21,12/21,N/A,N/A,N/A,N/A,N/A,N/A,9.28,0
334,Providence College,3.5,Phd,Providence,F,N/A,1,0,4,Data Scientist,07/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A,8.52,0
335,Providence College,2.83,Bachelors,Providence,F,1,1,0,4,Data Scientist,05/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A,9.16,0
336,Providence College,3.29,Phd,Providence,F,0,1,N/A,1,Data Scientist,05/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A,6.33,0
337,Providence College,3.29,Masters,Providence,M,1,1,0,3,Data Scientist,07/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,7.82,1
338,Providence College,3.78,Masters,Providence,M,N/A,0,0,0,Data Scientist,08/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,4.46,0
339,Providence College,3.2,Masters,Providence,M,0,0,1,4,Data Scientist,10/16,10/18,N/A,N/A,N/A,N/A,N/A,N/A,1.32,1
340,Providence College,3.0,Phd,Providence,M,1,1,1,2,Data Scientist,10/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A,2.71,0
341,Providence College,2.28,Masters,Providence,N/A,0,0,0,1,Data Scientist,10/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,3.88,0
342,Providence College,2.23,Bachelors,Providence,N/A,0,1,N/A,3,Data Scientist,08/17,07/19,N/A,N/A,N/A,N/A,N/A,N/A,4.6,0
343,Providence College,2.31,Phd,Providence,M,1,1,1,3,Data Scientist,12/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,0.67,0
344,Providence College,2.34,Masters,Providence,N/A,N/A,0,N/A,1,Data Scientist,01/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,9.48,0
345,Providence College,3.28,Bachelors,Providence,N/A,1,1,1,3,Data Scientist,05/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,4.65,0
346,Providence College,3.48,Bachelors,Providence,F,1,1,1,4,Data Scientist,09/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,5.97,0
347,Providence College,3.06,Masters,Providence,M,1,0,0,3,Data Scientist,09/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A,6.24,1
348,Providence College,3.66,Bachelors,Providence,N/A,0,0,1,0,Data Scientist,12/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A,2.87,0
349,Providence College,3.98,Masters,Providence,N/A,N/A,0,1,2,Data Scientist,11/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A,0.69,0
350,Providence College,3.64,Bachelors,Providence,M,N/A,0,N/A,4,Data Scientist,12/21,11/23,N/A,N/A,N/A,N/A,N/A,N/A,6.6,1
351,Providence College,3.39,Phd,Providence,F,0,0,1,1,Data Scientist,05/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,9.56,0
352,Providence College,3.06,Phd,Providence,M,N/A,0,1,2,Data Scientist,03/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,5.56,0
353,Providence College,2.9,Phd,Providence,F,1,1,N/A,4,Data Scientist,07/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,4.18,0
354,Providence College,2.17,Phd,Providence,N/A,N/A,0,0,2,Data Scientist,01/14,05/15,N/A,N/A,N/A,N/A,N/A,N/A,1.12,0
355,Providence College,2.8,Phd,Providence,F,0,0,0,3,Data Scientist,10/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A,6.66,1
356,Providence College,3.82,Masters,Providence,F,N/A,1,1,1,Data Scientist,02/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A,7.67,0
357,Providence College,3.62,Phd,Providence,M,0,1,1,1,Data Scientist,03/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A,5.13,0
358,Providence College,2.43,Phd,Providence,N/A,1,0,N/A,0,Data Scientist,04/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,9.64,0
359,Providence College,2.93,Phd,Providence,M,0,1,0,3,Data Scientist,03/21,02/23,N/A,N/A,N/A,N/A,N/A,N/A,8.27,1
360,Providence College,3.63,Phd,Providence,M,N/A,1,0,0,Data Scientist,12/14,05/16,N/A,N/A,N/A,N/A,N/A,N/A,2.56,1
